SubjectID,Phase,Order (randomization),Trial,Repeat,EndType,Habituated,StimID,StimName,StimLabel,Left,Center,Right,ISS,Trial Start,Trial End,TotalLook,TotalLookAway,TotalLeft,TotalCenter,TotalRight,LookEnabled,LookDisabled,Looks
PSCUJ17,MBG_IDS,default (none),1,0,MaxStimulusTime,No,22,Train_1,,,C:/Users/ManyBabies Africa/Desktop/MB1 stimuli/Visual Stimuli/checkerboard (target).jpg,,,9107682,9132090,0,0,0,0,0,9114090,9132090,
PSCUJ17,MBG_IDS,default (none),2,0,MaxStimulusTime,No,23,Train_2,,,C:/Users/ManyBabies Africa/Desktop/MB1 stimuli/Visual Stimuli/checkerboard (target).jpg,,,9132091,9151123,0,0,0,0,0,9133123,9151123,
PSCUJ17,MBG_IDS,default (none),3,0,MaxStimulusTime,No,24,ADS_1,,,C:/Users/ManyBabies Africa/Desktop/MB1 stimuli/Visual Stimuli/checkerboard (target).jpg,,,9151126,9171445,0,0,0,0,0,9153444,9171445,
PSCUJ17,MBG_IDS,default (none),4,0,MaxStimulusTime,No,25,ADS_2,,,C:/Users/ManyBabies Africa/Desktop/MB1 stimuli/Visual Stimuli/checkerboard (target).jpg,,,9171447,9191622,0,0,0,0,0,9173622,9191622,
PSCUJ17,MBG_IDS,default (none),5,0,MaxStimulusTime,No,26,ADS_3,,,C:/Users/ManyBabies Africa/Desktop/MB1 stimuli/Visual Stimuli/checkerboard (target).jpg,,,9191625,9210073,0,0,0,0,0,9192072,9210073,
PSCUJ17,MBG_IDS,default (none),6,0,MaxStimulusTime,No,27,ADS_4,,,C:/Users/ManyBabies Africa/Desktop/MB1 stimuli/Visual Stimuli/checkerboard (target).jpg,,,9210076,9230606,0,0,0,0,0,9212605,9230605,
PSCUJ17,MBG_IDS,default (none),7,0,MaxStimulusTime,No,28,ADS_5,,,C:/Users/ManyBabies Africa/Desktop/MB1 stimuli/Visual Stimuli/checkerboard (target).jpg,,,9230607,9249855,0,0,0,0,0,9231855,9249855,
PSCUJ17,MBG_IDS,default (none),8,0,MaxStimulusTime,No,29,ADS_6,,,C:/Users/ManyBabies Africa/Desktop/MB1 stimuli/Visual Stimuli/checkerboard (target).jpg,,,9249858,9270013,0,0,0,0,0,9252012,9270013,
PSCUJ17,MBG_IDS,default (none),9,0,MaxStimulusTime,No,30,ADS_7,,,C:/Users/ManyBabies Africa/Desktop/MB1 stimuli/Visual Stimuli/checkerboard (target).jpg,,,9270015,9290807,0,0,0,0,0,9272807,9290807,
PSCUJ17,MBG_IDS,default (none),10,0,MaxStimulusTime,No,31,ADS_8,,,C:/Users/ManyBabies Africa/Desktop/MB1 stimuli/Visual Stimuli/checkerboard (target).jpg,,,9290808,9315605,0,0,0,0,0,9297604,9315605,
PSCUJ17,MBG_IDS,default (none),11,0,MaxStimulusTime,No,32,IDS_1,,,C:/Users/ManyBabies Africa/Desktop/MB1 stimuli/Visual Stimuli/checkerboard (target).jpg,,,9315607,9335213,0,0,0,0,0,9317213,9335213,
PSCUJ17,MBG_IDS,default (none),12,0,MaxStimulusTime,No,33,IDS_2,,,C:/Users/ManyBabies Africa/Desktop/MB1 stimuli/Visual Stimuli/checkerboard (target).jpg,,,9335216,9357807,0,0,0,0,0,9339806,9357807,
PSCUJ17,MBG_IDS,default (none),13,0,MaxStimulusTime,No,34,IDS_3,,,C:/Users/ManyBabies Africa/Desktop/MB1 stimuli/Visual Stimuli/checkerboard (target).jpg,,,9357809,9383410,0,0,0,0,0,9365410,9383410,
PSCUJ17,MBG_IDS,default (none),14,0,MaxStimulusTime,No,35,IDS_4,,,C:/Users/ManyBabies Africa/Desktop/MB1 stimuli/Visual Stimuli/checkerboard (target).jpg,,,9383413,9404691,0,0,0,0,0,9386689,9404690,
PSCUJ17,MBG_IDS,default (none),15,0,MaxStimulusTime,No,36,IDS_5,,,C:/Users/ManyBabies Africa/Desktop/MB1 stimuli/Visual Stimuli/checkerboard (target).jpg,,,9404693,9423725,0,0,0,0,0,9405725,9423725,
PSCUJ17,MBG_IDS,default (none),16,0,MaxStimulusTime,No,37,IDS_6,,,C:/Users/ManyBabies Africa/Desktop/MB1 stimuli/Visual Stimuli/checkerboard (target).jpg,,,9423727,9443183,0,0,0,0,0,9425182,9443183,
PSCUJ17,MBG_IDS,default (none),17,0,MaxStimulusTime,No,38,IDS_7,,,C:/Users/ManyBabies Africa/Desktop/MB1 stimuli/Visual Stimuli/checkerboard (target).jpg,,,9443185,9463987,0,0,0,0,0,9445988,9463987,
PSCUJ17,MBG_IDS,default (none),18,0,MaxStimulusTime,No,39,IDS_8,,,C:/Users/ManyBabies Africa/Desktop/MB1 stimuli/Visual Stimuli/checkerboard (target).jpg,,,9463987,9483682,0,0,0,0,0,9465683,9483682,
,,,,,,,,,,,,,,,,,,,,,,,
Phase,Trial,Repeat,Num,Complete,Direction,Start,End,Diff,,,,,,,,,,,,,,,
